company_id,line_id,line_name,url
00000003,00000102,ＪＲ関西本線(名古屋-亀山),https://www.navitime.co.jp/railroad/00000102/%EF%BC%AA%EF%BC%B2%E9%96%A2%E8%A5%BF%E6%9C%AC%E7%B7%9A%28%E5%90%8D%E5%8F%A4%E5%B1%8B-%E4%BA%80%E5%B1%B1%29
00000003,00000109,ＪＲ中央本線(名古屋-塩尻),https://www.navitime.co.jp/railroad/00000109/%EF%BC%AA%EF%BC%B2%E4%B8%AD%E5%A4%AE%E6%9C%AC%E7%B7%9A%28%E5%90%8D%E5%8F%A4%E5%B1%8B-%E5%A1%A9%E5%B0%BB%29
00000003,00000110,ＪＲ東海道新幹線,https://www.navitime.co.jp/railroad/00000110/%EF%BC%AA%EF%BC%B2%E6%9D%B1%E6%B5%B7%E9%81%93%E6%96%B0%E5%B9%B9%E7%B7%9A
00000003,00000112,ＪＲ東海道本線(熱海-米原),https://www.navitime.co.jp/railroad/00000112/%EF%BC%AA%EF%BC%B2%E6%9D%B1%E6%B5%B7%E9%81%93%E6%9C%AC%E7%B7%9A%28%E7%86%B1%E6%B5%B7-%E7%B1%B3%E5%8E%9F%29
00000003,00000113,ＪＲ飯田線,https://www.navitime.co.jp/railroad/00000113/%EF%BC%AA%EF%BC%B2%E9%A3%AF%E7%94%B0%E7%B7%9A
00000003,00000114,ＪＲ武豊線,https://www.navitime.co.jp/railroad/00000114/%EF%BC%AA%EF%BC%B2%E6%AD%A6%E8%B1%8A%E7%B7%9A
00000015,00000243,愛知環状鉄道,https://www.navitime.co.jp/railroad/00000243/%E6%84%9B%E7%9F%A5%E7%92%B0%E7%8A%B6%E9%89%84%E9%81%93
00000043,00000328,近鉄名古屋線,https://www.navitime.co.jp/railroad/00000328/%E8%BF%91%E9%89%84%E5%90%8D%E5%8F%A4%E5%B1%8B%E7%B7%9A
00000118,00000782,東海交通事業城北線,https://www.navitime.co.jp/railroad/00000782/%E6%9D%B1%E6%B5%B7%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%A5%AD%E5%9F%8E%E5%8C%97%E7%B7%9A
00000138,00000842,豊橋鉄道渥美線,https://www.navitime.co.jp/railroad/00000842/%E8%B1%8A%E6%A9%8B%E9%89%84%E9%81%93%E6%B8%A5%E7%BE%8E%E7%B7%9A
00000138,00000843,豊橋鉄道東田本線,https://www.navitime.co.jp/railroad/00000843/%E8%B1%8A%E6%A9%8B%E9%89%84%E9%81%93%E6%9D%B1%E7%94%B0%E6%9C%AC%E7%B7%9A
00000138,00000844,豊橋鉄道東田本線(井原-運動公園前),https://www.navitime.co.jp/railroad/00000844/%E8%B1%8A%E6%A9%8B%E9%89%84%E9%81%93%E6%9D%B1%E7%94%B0%E6%9C%AC%E7%B7%9A%28%E4%BA%95%E5%8E%9F-%E9%81%8B%E5%8B%95%E5%85%AC%E5%9C%92%E5%89%8D%29
00000148,00000856,名古屋市営桜通線,https://www.navitime.co.jp/railroad/00000856/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E5%96%B6%E6%A1%9C%E9%80%9A%E7%B7%9A
00000148,00000857,名古屋市営鶴舞線,https://www.navitime.co.jp/railroad/00000857/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E5%96%B6%E9%B6%B4%E8%88%9E%E7%B7%9A
00000148,00000858,名古屋市営東山線,https://www.navitime.co.jp/railroad/00000858/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E5%96%B6%E6%9D%B1%E5%B1%B1%E7%B7%9A
00000148,00000859,名古屋市営名城線,https://www.navitime.co.jp/railroad/00000859/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E5%96%B6%E5%90%8D%E5%9F%8E%E7%B7%9A
00000148,00000860,名古屋市営名港線,https://www.navitime.co.jp/railroad/00000860/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E5%96%B6%E5%90%8D%E6%B8%AF%E7%B7%9A
00000148,00001002,名古屋市営上飯田線,https://www.navitime.co.jp/railroad/00001002/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E5%96%B6%E4%B8%8A%E9%A3%AF%E7%94%B0%E7%B7%9A
00000149,00000862,名鉄河和線,https://www.navitime.co.jp/railroad/00000862/%E5%90%8D%E9%89%84%E6%B2%B3%E5%92%8C%E7%B7%9A
00000149,00000864,名鉄蒲郡線,https://www.navitime.co.jp/railroad/00000864/%E5%90%8D%E9%89%84%E8%92%B2%E9%83%A1%E7%B7%9A
00000149,00000866,名鉄犬山線,https://www.navitime.co.jp/railroad/00000866/%E5%90%8D%E9%89%84%E7%8A%AC%E5%B1%B1%E7%B7%9A
00000149,00000867,名鉄広見線,https://www.navitime.co.jp/railroad/00000867/%E5%90%8D%E9%89%84%E5%BA%83%E8%A6%8B%E7%B7%9A
00000149,00000868,名鉄三河線,https://www.navitime.co.jp/railroad/00000868/%E5%90%8D%E9%89%84%E4%B8%89%E6%B2%B3%E7%B7%9A
00000149,00000869,名鉄小牧線,https://www.navitime.co.jp/railroad/00000869/%E5%90%8D%E9%89%84%E5%B0%8F%E7%89%A7%E7%B7%9A
00000149,00000870,名鉄常滑線,https://www.navitime.co.jp/railroad/00000870/%E5%90%8D%E9%89%84%E5%B8%B8%E6%BB%91%E7%B7%9A
00000149,00000871,名鉄瀬戸線,https://www.navitime.co.jp/railroad/00000871/%E5%90%8D%E9%89%84%E7%80%AC%E6%88%B8%E7%B7%9A
00000149,00000872,名鉄西尾線,https://www.navitime.co.jp/railroad/00000872/%E5%90%8D%E9%89%84%E8%A5%BF%E5%B0%BE%E7%B7%9A
00000149,00000874,名鉄知多新線,https://www.navitime.co.jp/railroad/00000874/%E5%90%8D%E9%89%84%E7%9F%A5%E5%A4%9A%E6%96%B0%E7%B7%9A
00000149,00000875,名鉄築港線,https://www.navitime.co.jp/railroad/00000875/%E5%90%8D%E9%89%84%E7%AF%89%E6%B8%AF%E7%B7%9A
00000149,00000877,名鉄津島線,https://www.navitime.co.jp/railroad/00000877/%E5%90%8D%E9%89%84%E6%B4%A5%E5%B3%B6%E7%B7%9A
00000149,00000880,名鉄尾西線(津島-玉ノ井),https://www.navitime.co.jp/railroad/00000880/%E5%90%8D%E9%89%84%E5%B0%BE%E8%A5%BF%E7%B7%9A%28%E6%B4%A5%E5%B3%B6-%E7%8E%89%E3%83%8E%E4%BA%95%29
00000149,00000881,名鉄尾西線(津島-弥富),https://www.navitime.co.jp/railroad/00000881/%E5%90%8D%E9%89%84%E5%B0%BE%E8%A5%BF%E7%B7%9A%28%E6%B4%A5%E5%B3%B6-%E5%BC%A5%E5%AF%8C%29
00000149,00000883,名鉄豊川線,https://www.navitime.co.jp/railroad/00000883/%E5%90%8D%E9%89%84%E8%B1%8A%E5%B7%9D%E7%B7%9A
00000149,00000884,名鉄豊田線,https://www.navitime.co.jp/railroad/00000884/%E5%90%8D%E9%89%84%E8%B1%8A%E7%94%B0%E7%B7%9A
00000149,00000885,名鉄名古屋本線,https://www.navitime.co.jp/railroad/00000885/%E5%90%8D%E9%89%84%E5%90%8D%E5%8F%A4%E5%B1%8B%E6%9C%AC%E7%B7%9A
00000149,00001057,名鉄空港線,https://www.navitime.co.jp/railroad/00001057/%E5%90%8D%E9%89%84%E7%A9%BA%E6%B8%AF%E7%B7%9A
00000170,00001028,あおなみ線,https://www.navitime.co.jp/railroad/00001028/%E3%81%82%E3%81%8A%E3%81%AA%E3%81%BF%E7%B7%9A
00000171,00001058,東部丘陵線リニモ,https://www.navitime.co.jp/railroad/00001058/%E6%9D%B1%E9%83%A8%E4%B8%98%E9%99%B5%E7%B7%9A%E3%83%AA%E3%83%8B%E3%83%A2
00000195,00001200,ゆとりーとライン(高架),https://www.navitime.co.jp/railroad/00001200/%E3%82%86%E3%81%A8%E3%82%8A%E3%83%BC%E3%81%A8%E3%83%A9%E3%82%A4%E3%83%B3%28%E9%AB%98%E6%9E%B6%29
